"game_version","steam_build","source_bundle","asset_category","prefab_name","asset_path","research_scope","historical_mapping_status"
"2.0.8 Stable","24420558","er2vehicles","Special","Parachute_GER","Assets/ER2 Assets/Prefabs/Vehicles/Special/Parachute_GER.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","Parachute_UK","Assets/ER2 Assets/Prefabs/Vehicles/Special/Parachute_UK.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","Parachute_US","Assets/ER2 Assets/Prefabs/Vehicles/Special/Parachute_US.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","PG-117 MG","Assets/ER2 Assets/Prefabs/Vehicles/Special/PG-117 MG.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","PG-117","Assets/ER2 Assets/Prefabs/Vehicles/Special/PG-117.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Special","Small Boat 01","Assets/ER2 Assets/Prefabs/Vehicles/Special/Small Boat 01.prefab","special_or_support_asset","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Bren Carrier 100rnd","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Bren Carrier 100rnd.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Bren Carrier Boys","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Bren Carrier Boys.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Bren Carrier Vickers","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Bren Carrier Vickers.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Bren Carrier Wasp","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Bren Carrier Wasp.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Bren Carrier","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Bren Carrier.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","BT7","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/BT7.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Char B1","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Char B1.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Churchill AVRE Petard","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Churchill AVRE Petard.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Churchill Crocodile","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Churchill Crocodile.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Churchill MK III","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Churchill MK III.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Churchill MK VII","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Churchill MK VII.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Comet","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Comet.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Cromwell","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Cromwell.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Crusader MK1 AA","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Crusader MK1 AA.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Crusader MK1","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Crusader MK1.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Crusader MK2 AA","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Crusader MK2 AA.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Crusader MK2","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Crusader MK2.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Crusader MK3","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Crusader MK3.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","CV33 Flamethrower","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/CV33 Flamethrower.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","CV33","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/CV33.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","CV35 20mm","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/CV35 20mm.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","CV35","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/CV35.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Flammpanzer 38(t)","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Flammpanzer 38(t).prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","FT-17 MG","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/FT-17 MG.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","FT-17","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/FT-17.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Hetzer","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Hetzer.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","IS-2 1944 DSHK","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/IS-2 1944 DSHK.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","IS-2 1944","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/IS-2 1944.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","IS-2","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/IS-2.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","ISU-122","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/ISU-122.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","ISU-122S DSHK","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/ISU-122S DSHK.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","ISU-122S","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/ISU-122S.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","ISU-152 DSHK","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/ISU-152 DSHK.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","ISU-152","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/ISU-152.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Jagdpanther G1","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Jagdpanther G1.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Jagdpanzer IV 162","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Jagdpanzer IV 162.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Jagdpanzer IV 162_1","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Jagdpanzer IV 162_1.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","KV1","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/KV1.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","KV2","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/KV2.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","LVTA1","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/LVTA1.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","LVTA4","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/LVTA4.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M10 Achilles","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M10 Achilles.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M10 Wolverine 1943","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M10 Wolverine 1943.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M10 Wolverine 1944","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M10 Wolverine 1944.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M10 Wolverine","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M10 Wolverine.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M12 GMC","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M12 GMC.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M13_40","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M13_40.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M14_41","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M14_41.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M3 Grant","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M3 Grant.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M3 Lee","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M3 Lee.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M3 Stuart v1 UK","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M3 Stuart v1 UK.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M3 Stuart v1","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M3 Stuart v1.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M3 Stuart","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M3 Stuart.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M36 Jackson","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M36 Jackson.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M3A0 1941 Stuart","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M3A0 1941 Stuart.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M3A1 Satan","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M3A1 Satan.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M3A3 Recce","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M3A3 Recce.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4 Flamethrower Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4 Flamethrower Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4 Sherman Calliope","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4 Sherman Calliope.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4 Sherman DD","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4 Sherman DD.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A0 1944 105 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A0 1944 105 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A0 1944 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A0 1944 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A1 1942 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A1 1942 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A1 1944 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A1 1944 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A1 76w Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A1 76w Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A2 1942 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A2 1942 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A2 1943 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A2 1943 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A2 1944 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A2 1944 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A2 76 (Sov) Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A2 76 (Sov) Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A2E8 (Sov) Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A2E8 (Sov) Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A2E8 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A2E8 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A3 105 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A3 105 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A3 75 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A3 75 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A3 76 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A3 76 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A3E2 76 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A3E2 76 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A3E2 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A3E2 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A3E8 105 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A3E8 105 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A4 1943 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A4 1943 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M4A4 1944 Sherman","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M4A4 1944 Sherman.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M5A0 1942 Stuart","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M5A0 1942 Stuart.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M5A1 1943 Stuart","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M5A1 1943 Stuart.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M5A1 1944 Stuart","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M5A1 1944 Stuart.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M5-E7","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M5-E7.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M7 Priest","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M7 Priest.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","M8 Scott","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/M8 Scott.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Marder I","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Marder I.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Marder II NV","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Marder II NV.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Marder II","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Marder II.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Matilda MK2","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Matilda MK2.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2dlc_awakening","Tanks","Nimrod","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Nimrod.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer 38(t)","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer 38(t).prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer I A","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer I A.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer II C","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer II C.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer II F","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer II F.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer II","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer II.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii F","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii F.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii G","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii G.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii H","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii H.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii J","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii J.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii J1","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii J1.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii L","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii L.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii M Flemmen","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii M Flemmen.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii M","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii M.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii N","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii N.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iii","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iii.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iv e","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iv e.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iv h","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iv h.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iv Wirbelwind","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iv Wirbelwind.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer iv","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer iv.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer Tiger E ZM","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer Tiger E ZM.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer Tiger E","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer Tiger E.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer Tiger H1 ZM","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer Tiger H1 ZM.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer Tiger","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer Tiger.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer V Panther A ZM","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer V Panther A ZM.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer V Panther A","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer V Panther A.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer V Panther G NV","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer V Panther G NV.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer V Panther G","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer V Panther G.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzer v Panther","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzer v Panther.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Panzerjager 35R","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Panzerjager 35R.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","RenaultR35 VDC","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/RenaultR35 VDC.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","RenaultR35","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/RenaultR35.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","RenaultR35_German","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/RenaultR35_German.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","RenaultR35_SA38","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/RenaultR35_SA38.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","SemoventeM40","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/SemoventeM40.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","SemoventeM41","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/SemoventeM41.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","SemoventeM42","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/SemoventeM42.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","SemoventeM42_34","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/SemoventeM42_34.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Sherman Firefly","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Sherman Firefly.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Stug iii B","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Stug iii B.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Stug iii C","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Stug iii C.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Stug iii D","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Stug iii D.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Stug iii E","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Stug iii E.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Stug iii F","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Stug iii F.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Stug iii F8","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Stug iii F8.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Stug iii G LW","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Stug iii G LW.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Stug iii","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Stug iii.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Stuh 42","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Stuh 42.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Sturm-Panzer 43","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Sturm-Panzer 43.prefab","ground_armoured_vehicle","unverified"
"2.0.8 Stable","24420558","er2vehicles","Tanks","Sturmpanzer I Bison","Assets/ER2 Assets/Prefabs/Vehicles/Tanks/Sturmpanzer I Bison.prefab","ground_armoured_vehicle","unverified"
